,Published Year,Etext Number
9513,1939,33383
9514,1939,63888
9515,1939,14314
9516,1939,28093
9517,1939,55970
9518,1939,58610
9519,1939,60591
9520,1939,42037
9521,1939,55806
9522,1939,70129
9523,1939,59462
9524,1939,13194
9525,1939,21839
9526,1939,58089
9527,1939,50573
9528,1939,41624
9529,1939,8213
9530,1939,28051
9531,1939,64988
9532,1939,45452
9533,1939,52184
9534,1939,40647
9535,1965,30797
9536,1965,31023
9537,1965,51804
9538,1965,65049
9539,1965,30255
9540,1965,23398
9541,1965,62879
9542,1965,67702
9543,1965,36297
9544,1965,20898
9545,1965,19111
9546,1813,73012
9547,1813,21252
9548,1813,4654
9549,1813,39805
9550,1813,37535
9551,1813,24594
9552,1813,17754
9553,1813,42671
9554,1813,55644
9555,1813,53323
9556,1813,73718
9557,1813,15968
9558,1813,71396
9559,1813,11059
9560,1813,72598
9561,1813,17595
9562,1813,62264
9563,1813,55091
9564,1813,1342
9565,1813,43749
9566,1793,5012
9567,1793,46326
9568,1793,39442
9569,1793,57000
9570,1793,12606
9571,1793,18508
9572,1793,45315
9573,1793,54107
9574,1793,15662
9575,1793,29125
9576,1793,57457
9577,1793,47309
9578,1793,46820
9579,1793,66993
9580,1861,70331
9581,1861,26561
9582,1861,72445
9583,1861,63040
9584,1861,28433
9585,1861,56175
9586,1861,37543
9587,1861,44774
9588,1861,40137
9589,1861,51541
9590,1861,56822
9591,1861,18270
9592,1861,26953
9593,1861,25994
9594,1861,14615
9595,1861,66941
9596,1861,36798
9597,1861,41548
9598,1861,57744
9599,1861,48103
9600,1861,52924
9601,1861,41484
9602,1861,1492
9603,1861,38416
9604,1861,55772
9605,1861,43672
9606,1861,28033
9607,1861,3567
9608,1861,58061
9609,1861,19694
9610,1861,65855
9611,1861,22359
9612,1861,34068
9613,1861,64948
9614,1861,52869
9615,1861,23477
9616,1861,2696
9617,1861,57799
9618,1861,70444
9619,1861,39346
9620,1861,8
9621,1861,25603
9622,1861,16170
9623,1861,41492
9624,1861,21454
9625,1861,57212
9626,1861,10136
9627,1861,5407
9628,1861,51200
9629,1861,8231
9630,1861,17349
9631,1861,48182
9632,1861,5984
9633,1861,49833
9634,1861,57686
9635,1861,3322
9636,1861,19103
9637,1861,40372
9638,1861,13325
9639,1861,62649
9640,1861,22100
9641,1861,28036
9642,1861,42576
9643,1861,68392
9644,1861,41172
9645,1861,65058
9646,1861,19953
9647,1861,44658
9648,1861,59170
9649,1861,43997
9650,1861,50185
9651,1861,43699
9652,1861,34967
9653,1861,31090
9654,1861,60166
9655,1861,33336
9656,1861,58541
9657,1861,41642
9658,1861,73566
9659,1861,58466
9660,1861,59002
9661,1861,51195
9662,1861,28563
9663,1861,11030
9664,1861,550
9665,1861,21514
9666,1861,38384
9667,1861,22399
9668,1861,59062
9669,1861,62959
9670,1861,58739
9671,1861,23148
9672,1861,37969
9673,1861,40727
9674,1861,40610
9675,1861,28905
9676,1861,67471
9677,1861,64613
9678,1861,36903
9679,1861,71575
9680,1861,46091
9681,1861,27993
9682,1861,61267
9683,1861,55146
9684,1861,70414
9685,1861,15405
9686,1861,66726
9687,1861,56285
9688,1861,11536
9689,1861,18679
9690,1861,16035
9691,1861,33520
9692,1861,8062
9693,1861,38895
9694,1861,64137
9695,1861,29173
9696,1861,20787
9697,1861,45856
9698,1861,56529
9699,1861,22118
9700,1861,74933
9701,1861,876
9702,1861,28926
9703,1861,29381
9704,1861,27153
9705,1861,70903
9706,1861,6961
9707,1861,29866
9708,1861,22910
9709,1861,65381
9710,1861,26501
9711,1861,70180
9712,1861,43641
9713,1861,15498
9714,1861,35088
9715,1861,24561
9716,1861,51346
9717,1861,27401
9718,1861,12631
9719,1861,54515
9720,1861,64285
9721,1861,26690
9722,1861,40749
9723,1861,68143
9724,1861,57738
9725,1861,73568
9726,1861,52197
9727,1861,37427
9728,1861,37584
9729,1861,24551
9730,1861,64991
9731,1861,64876
9732,1861,1366
9733,1861,75385
9734,1861,28565
9735,1861,50191
9736,1861,37256
9737,1861,30459
9738,1861,43957
9739,1861,31567
9740,1861,56277
9741,1861,21976
9742,1861,49789
9743,1861,50395
9744,1861,56488
9745,1861,64007
9746,1861,8932
9747,1861,26295
9748,1861,25894
9749,1861,10517
9750,1861,51838
9751,1948,68196
9752,1948,25965
9753,1948,5044
9754,1948,75263
9755,1948,19087
9756,1948,55693
9757,1948,4913
9758,1948,51065
9759,1948,42755
9760,1948,35582
9761,1948,44400
9762,1948,43884
9763,1948,50401
9764,1948,35975
9765,1948,5039
9766,1948,27448
9767,1948,52664
9768,1948,31864
9769,1948,57254
9770,1948,45185
9771,1948,44295
9772,1948,61645
9773,1948,50542
9774,1948,70361
9775,1948,51839
9776,1948,37122
9777,1948,58209
9778,1948,63970
9779,1948,16377
9780,1948,20782
9781,1948,25145
9782,1948,7029
9783,1889,7242
9784,1889,58909
9785,1889,2828
9786,1889,61732
9787,1889,73685
9788,1889,33062
9789,1889,38457
9790,1889,38203
9791,1889,26637
9792,1889,59021
9793,1889,32650
9794,1889,27923
9795,1889,69134
9796,1889,55244
9797,1889,4659
9798,1889,71542
9799,1889,51523
9800,1889,26083
9801,1889,308
9802,1889,57008
9803,1889,21498
9804,1889,11934
9805,1889,16660
9806,1889,427
9807,1889,14081
9808,1889,8032
9809,1889,64059
9810,1889,539
9811,1889,7953
9812,1889,7245
9813,1889,48032
9814,1889,55539
9815,1889,7247
9816,1889,2293
9817,1889,63894
9818,1889,34858
9819,1889,60126
9820,1889,41636
9821,1889,9485
9822,1889,11313
9823,1889,27826
9824,1889,29560
9825,1889,36268
9826,1889,49200
9827,1889,54106
9828,1889,16473
9829,1889,53475
9830,1889,69496
9831,1889,46303
9832,1889,55311
9833,1889,43973
9834,1889,70700
9835,1889,35805
9836,1889,35256
9837,1889,9606
9838,1889,65552
9839,1889,57911
9840,1889,13667
9841,1889,86
9842,1889,71693
9843,1889,35571
9844,1889,27697
9845,1889,52348
9846,1889,61809
9847,1889,60086
9848,1889,62830
9849,1889,44082
9850,1889,69531
9851,1889,34085
9852,1889,1227
9853,1889,4301
9854,1889,17750
9855,1889,37889
9856,1889,34223
9857,1889,28709
9858,1889,2727
9859,1889,10795
9860,1889,6702
9861,1889,34436
9862,1889,40282
9863,1889,7246
9864,1889,54953
9865,1889,53177
9866,1889,67792
9867,1889,5615
9868,1889,20850
9869,1889,7432
9870,1889,41646
9871,1889,22458
9872,1889,58405
9873,1889,620
9874,1889,44245
9875,1889,25427
9876,1889,63793
9877,1889,7248
9878,1889,48132
9879,1889,67425
9880,1889,75528
9881,1889,20861
9882,1889,57
9883,1889,16855
9884,1889,35950
9885,1889,74654
9886,1889,17570
9887,1889,49035
9888,1889,3186
9889,1889,2728
9890,1889,71170
9891,1889,42042
9892,1889,3282
9893,1889,12767
9894,1889,60696
9895,1889,64743
9896,1889,56365
9897,1889,66915
9898,1889,22639
9899,1889,7882
9900,1889,47214
9901,1889,17718
9902,1889,50626
9903,1889,17748
9904,1889,51403
9905,1889,14558
9906,1889,66467
9907,1889,44963
9908,1889,66564
9909,1889,61062
9910,1889,2703
9911,1889,36667
9912,1889,50554
9913,1889,1665
9914,1889,71590
9915,1889,31984
9916,1889,29452
9917,1889,74129
9918,1889,640
9919,1889,14432
9920,1889,56363
9921,1889,19967
9922,1889,32141
9923,1889,49129
9924,1889,37795
9925,1889,69775
9926,1889,41271
9927,1889,8432
9928,1889,8522
9929,1889,13816
9930,1889,56833
9931,1889,36068
9932,1889,37164
9933,1889,59217
9934,1889,58454
9935,1889,64485
9936,1889,67671
9937,1889,13433
9938,1889,39053
9939,1889,12449
9940,1889,53109
9941,1889,42611
9942,1889,42164
9943,1889,35527
9944,1889,44379
9945,1889,64186
9946,1889,55602
9947,1889,60060
9948,1889,34401
9949,1889,70418
9950,1889,49244
9951,1889,25504
9952,1889,40020
9953,1889,69538
9954,1889,6446
9955,1889,36267
9956,1889,21893
9957,1889,49853
9958,1889,1395
9959,1889,27235
9960,1889,31888
9961,1889,16807
9962,1889,40132
9963,1889,1585
9964,1889,60028
9965,1889,33063
9966,1889,34664
9967,1889,15443
9968,1889,40783
9969,1889,28857
9970,1889,44767
9971,1889,70221
9972,1889,3103
9973,1889,39266
9974,1889,9073
9975,1889,66449
9976,1889,71436
9977,1889,323
9978,1889,67430
9979,1889,60334
9980,1889,20304
9981,1889,24653
9982,1889,41273
9983,1889,62686
9984,1889,12674
9985,1889,30396
9986,1889,6804
9987,1889,7890
9988,1889,31201
9989,1889,29757
9990,1889,33055
9991,1889,57116
9992,1889,26934
9993,1889,48194
9994,1889,56344
9995,1889,34663
9996,1889,68544
9997,1889,35373
9998,1889,50109
9999,1889,8046
10000,1889,7243
10001,1889,52126
10002,1889,6618
10003,1889,28096
10004,1889,54284
10005,1889,69678
10006,1889,70545
10007,1889,33358
10008,1889,46515
10009,1889,7485
10010,1889,16779
10011,1889,72077
10012,1889,18560
10013,1889,9546
10014,1889,12417
10015,1889,71506
10016,1889,38627
10017,1889,503
10018,1889,5274
10019,1889,9607
10020,1889,60318
10021,1889,56238
10022,1889,29400
10023,1889,23495
10024,1889,31097
10025,1889,46486
10026,1889,22364
10027,1889,28222
10028,1889,53163
10029,1889,14191
10030,1889,39366
10031,1889,36434
10032,1889,8570
10033,1889,29295
10034,1889,28696
10035,1889,34246
10036,1889,61346
10037,1889,56791
10038,1889,4723
10039,1889,64269
10040,1889,43937
10041,1889,48630
10042,1889,48794
10043,1889,60999
10044,1889,33123
10045,1889,46228
10046,1889,30206
10047,1889,52665
10048,1889,7250
10049,1889,41496
10050,1889,53158
10051,1889,36532
10052,1889,49207
10053,1889,41641
10054,1889,8044
10055,1889,63202
10056,1889,12577
10057,1889,24253
10058,1889,21654
10059,1889,34672
10060,1889,18191
10061,1889,2281
10062,1889,58050
10063,1889,37460
10064,1889,38886
10065,1889,25726
10066,1889,46522
10067,1889,23641
10068,1889,39470
10069,1889,59332
10070,1889,44816
10071,1889,17936
10072,1889,53544
10073,1889,2435
10074,1889,14488
10075,1889,48747
10076,1889,65604
10077,1889,33628
10078,1889,48746
10079,1889,27339
10080,1889,58923
10081,1889,41813
10082,1889,8777
10083,1889,21664
10084,1889,59990
10085,1889,53802
10086,1889,61782
10087,1889,75069
10088,1889,64699
10089,1889,40987
10090,1889,27307
10091,1889,21348
10092,1889,71930
10093,1889,66956
10094,1889,37233
10095,1889,48013
10096,1889,35450
10097,1889,16730
10098,1889,39374
10099,1889,60328
10100,1889,52290
10101,1889,50169
10102,1889,69485
10103,1889,41426
10104,1889,2729
10105,1889,39044
10106,1889,45321
10107,1889,55040
10108,1889,55127
10109,1889,46702
10110,1889,53796
10111,1889,69504
10112,1889,42756
10113,1889,44094
10114,1889,28391
10115,1889,64176
10116,1889,26355
10117,1889,4777
10118,1889,9973
10119,1889,35940
10120,1889,1918
10121,1889,57049
10122,1889,6625
10123,1889,40950
10124,1889,35855
10125,1889,33638
10126,1889,71713
10127,1889,641
10128,1889,3454
10129,1889,62807
10130,1889,47125
10131,1889,64642
10132,1889,18371
10133,1889,39026
10134,1889,35440
10135,1889,21935
10136,1889,68782
10137,1889,14619
10138,1889,74935
10139,1889,54383
10140,1889,10948
10141,1889,7249
10142,1889,7244
10143,1889,46654
10144,1889,38771
10145,1889,30527
10146,1889,33105
10147,1889,29349
10148,1889,58459
10149,1889,10118
10150,1889,2819
10151,1889,2730
10152,1889,46401
10153,1889,19155
10154,1889,36354
10155,1889,8040
10156,1889,34282
10157,1889,37520
10158,1882,35279
10159,1882,70863
10160,1882,36327
10161,1882,17616
10162,1882,50560
10163,1882,57365
10164,1882,72700
10165,1882,20714
10166,1882,56831
10167,1882,71379
10168,1882,20291
10169,1882,22939
10170,1882,47000
10171,1882,26125
10172,1882,29787
10173,1882,36642
10174,1882,4596
10175,1882,57366
10176,1882,67058
10177,1882,36654
10178,1882,39670
10179,1882,8060
10180,1882,65515
10181,1882,36825
10182,1882,3146
10183,1882,41532
10184,1882,31907
10185,1882,12308
10186,1882,11029
10187,1882,52339
10188,1882,27067
10189,1882,27591
10190,1882,57113
10191,1882,32788
10192,1882,33255
10193,1882,51454
10194,1882,31043
10195,1882,67151
10196,1882,56840
10197,1882,59040
10198,1882,31185
10199,1882,28524
10200,1882,21913
10201,1882,3229
10202,1882,6599
10203,1882,74967
10204,1882,14883
10205,1882,12142
10206,1882,8019
10207,1882,25003
10208,1882,45357
10209,1882,58853
10210,1882,58223
10211,1882,33705
10212,1882,54060
10213,1882,47844
10214,1882,53176
10215,1882,3416
10216,1882,13349
10217,1882,29593
10218,1882,48428
10219,1882,3402
10220,1882,51742
10221,1882,62501
10222,1882,22000
10223,1882,58357
10224,1882,24427
10225,1882,36159
10226,1882,74043
10227,1882,58658
10228,1882,61194
10229,1882,30100
10230,1882,64181
10231,1882,17802
10232,1882,12419
10233,1882,49373
10234,1882,4992
10235,1882,8702
10236,1882,6866
10237,1882,22076
10238,1882,60466
10239,1882,60486
10240,1882,13009
10241,1882,58896
10242,1882,6813
10243,1882,35930
10244,1882,60076
10245,1882,66910
10246,1882,4108
10247,1882,54048
10248,1882,70109
10249,1882,39817
10250,1882,40584
10251,1882,2793
10252,1882,40918
10253,1882,4788
10254,1882,56677
10255,1882,45928
10256,1882,32875
10257,1882,31596
10258,1882,26333
10259,1882,39120
10260,1882,8667
10261,1882,57796
10262,1882,39892
10263,1882,23317
10264,1882,9096
10265,1882,55067
10266,1882,46148
10267,1882,52764
10268,1882,65471
10269,1882,58457
10270,1882,25304
10271,1882,67141
10272,1882,33723
10273,1882,21716
10274,1882,40888
10275,1882,62852
10276,1882,52399
10277,1882,30740
10278,1882,24107
10279,1882,11549
10280,1882,70862
10281,1882,5872
10282,1882,27327
10283,1882,22669
10284,1882,32635
10285,1882,37818
10286,1882,32200
10287,1882,64140
10288,1882,72082
10289,1882,37374
10290,1882,37743
10291,1882,48067
10292,1882,8348
10293,1882,27503
10294,1882,18240
10295,1882,26853
10296,1882,49480
10297,1882,71623
10298,1882,30204
10299,1882,20762
10300,1882,51108
10301,1882,8367
10302,1882,396
10303,1882,48800
10304,1882,31885
10305,1882,46451
10306,1882,2359
10307,1882,3665
10308,1882,49407
10309,1882,102
10310,1882,7138
10311,1882,13822
10312,1882,3181
10313,1882,25491
10314,1882,35686
10315,1882,54208
10316,1882,56771
10317,1882,22880
10318,1882,62731
10319,1882,2720
10320,1882,3185
10321,1882,22457
10322,1882,49517
10323,1882,6581
10324,1882,16566
10325,1882,8448
10326,1882,52639
10327,1882,54650
10328,1882,8709
10329,1882,67985
10330,1882,62729
10331,1882,39152
10332,1882,52917
10333,1882,57887
10334,1882,60632
10335,1882,8920
10336,1882,2576
10337,1882,20997
10338,1882,42466
10339,1882,53347
10340,1882,31610
10341,1882,5834
10342,1882,18323
10343,1882,9500
10344,1882,70356
10345,1882,57812
10346,1882,13354
10347,1882,839
10348,1882,60108
10349,1882,1367
10350,1882,46413
10351,1882,17146
10352,1882,21266
10353,1882,19463
10354,1882,55680
10355,1882,37796
10356,1882,25574
10357,1882,67569
10358,1882,8051
10359,1882,17213
10360,1882,51191
10361,1882,41507
10362,1882,27787
10363,1882,47578
10364,1882,51456
10365,1882,49886
10366,1882,3168
10367,1882,27008
10368,1882,40941
10369,1882,19192
10370,1882,56347
10371,1882,74647
10372,1882,41588
10373,1882,35613
10374,1882,58907
10375,1882,35903
10376,1882,20885
10377,1882,36714
10378,1882,15639
10379,1882,40184
10380,1882,37191
10381,1882,35710
10382,1882,39458
10383,1882,26072
10384,1882,50219
10385,1882,11386
10386,1882,63016
10387,1882,49360
10388,1882,35669
10389,1882,24775
10390,1882,52494
10391,1882,52008
10392,1882,43158
10393,1882,59103
10394,1882,30612
10395,1882,70491
10396,1882,31065
10397,1882,53382
10398,1882,24537
10399,1882,12518
10400,1882,43469
10401,1882,8146
10402,1882,8042
10403,1882,56995
10404,1882,61720
10405,1882,29788
10406,1882,7033
10407,1882,44742
10408,1882,25384
10409,1882,33647
10410,1882,46953
10411,1882,28223
10412,1882,32626
10413,1882,61365
10414,1825,58901
10415,1825,74739
10416,1825,61314
10417,1825,44795
10418,1825,70866
10419,1825,40022
10420,1825,32192
10421,1825,27322
10422,1825,59133
10423,1825,39752
10424,1825,58312
10425,1825,6086
10426,1825,11068
10427,1825,30526
10428,1825,66487
10429,1825,51239
10430,1825,18400
10431,1825,33944
10432,1825,7453
10433,1825,40021
10434,1825,38306
10435,1825,18001
10436,1825,2034
10437,1825,5075
10438,1825,67443
10439,1825,42685
10440,1825,8159
10441,1825,422
10442,1825,31811
10443,1825,48539
10444,1970,66021
10445,1970,31639
10446,1970,30371
10447,1970,36021
10448,1970,29742
10449,1970,70760
10450,1970,22353
10451,1970,47247
10452,1970,71209
10453,1970,30019
10454,1970,24737
10455,1970,33272
10456,1970,39660
10457,1970,22541
10458,1970,70034
10459,1970,53118
10460,1927,23994
10461,1927,12821
10462,1927,71848
10463,1927,72642
10464,1927,71273
10465,1927,72629
10466,1927,398
10467,1927,69730
10468,1927,70175
10469,1927,70114
10470,1927,70587
10471,1927,51171
10472,1927,50794
10473,1927,3474
10474,1927,70041
10475,1927,71367
10476,1927,72918
10477,1927,69788
10478,1927,71240
10479,1927,369
10480,1927,68679
10481,1927,70008
10482,1927,71351
10483,1927,70124
10484,1927,71374
10485,1927,35711
10486,1927,28619
10487,1927,72017
10488,1927,73214
10489,1927,73362
10490,1927,70620
10491,1927,65927
10492,1927,65071
10493,1927,27829
10494,1927,70225
10495,1927,20442
10496,1927,69813
10497,1927,72611
10498,1927,70492
10499,1927,72235
10500,1927,67316
10501,1927,45320
10502,1927,70166
10503,1927,69929
10504,1927,70324
10505,1835,58166
10506,1835,7948
10507,1835,815
10508,1835,37222
10509,1835,68780
10510,1835,42247
10511,1835,8212
10512,1835,8690
10513,1835,24366
10514,1835,17929
10515,1835,44965
10516,1835,39179
10517,1835,64556
10518,1835,72499
10519,1835,72944
10520,1835,69986
10521,1835,60393
10522,1835,12510
10523,1835,4092
10524,1835,40211
10525,1835,49882
10526,1835,70529
10527,1835,38997
10528,1835,21571
10529,1835,24404
10530,1835,39710
10531,1835,45138
10532,1835,47795
10533,1835,13673
10534,1835,40554
10535,1835,64557
10536,1835,33969
10537,1835,29515
10538,1835,35183
10539,1835,33478
10540,1835,12486
10541,1835,49481
10542,1835,51932
10543,1835,64555
10544,1896,29100
10545,1896,645
10546,1896,51998
10547,1896,13539
10548,1896,53559
10549,1896,36112
10550,1896,40315
10551,1896,23780
10552,1896,67682
10553,1896,54959
10554,1896,58252
10555,1896,25456
10556,1896,54854
10557,1896,9460
10558,1896,29255
10559,1896,64570
10560,1896,45427
10561,1896,66257
10562,1896,59468
10563,1896,8668
10564,1896,33621
10565,1896,7060
10566,1896,72051
10567,1896,23927
10568,1896,3468
10569,1896,15678
10570,1896,5720
10571,1896,9305
10572,1896,62700
10573,1896,39815
10574,1896,45136
10575,1896,342
10576,1896,43108
10577,1896,6229
10578,1896,45061
10579,1896,19830
10580,1896,59834
10581,1896,6228
10582,1896,13494
10583,1896,41871
10584,1896,54850
10585,1896,70211
10586,1896,24896
10587,1896,23420
10588,1896,59335
10589,1896,33470
10590,1896,27884
10591,1896,33325
10592,1896,461
10593,1896,24985
10594,1896,21838
10595,1896,56494
10596,1896,72421
10597,1896,30941
10598,1896,68330
10599,1896,16558
10600,1896,2574
10601,1896,42668
10602,1896,463
10603,1896,20399
10604,1896,60415
10605,1896,46416
10606,1896,48390
10607,1896,1205
10608,1896,29554
10609,1896,17885
10610,1896,41655
10611,1896,48213
10612,1896,54039
10613,1896,46294
10614,1896,38223
10615,1896,22318
10616,1896,43169
10617,1896,26150
10618,1896,19761
10619,1896,44039
10620,1896,52132
10621,1896,6226
10622,1896,47789
10623,1896,5839
10624,1896,34256
10625,1896,31418
10626,1896,7968
10627,1896,66517
10628,1896,57061
10629,1896,11138
10630,1896,54862
10631,1896,21932
10632,1896,27750
10633,1896,9651
10634,1896,33226
10635,1896,49098
10636,1896,13611
10637,1896,67808
10638,1896,65270
10639,1896,36497
10640,1896,35467
10641,1896,63476
10642,1896,21065
10643,1896,17408
10644,1896,53338
10645,1896,33682
10646,1896,49301
10647,1896,39190
10648,1896,60899
10649,1896,30131
10650,1896,36844
10651,1896,57300
10652,1896,46500
10653,1896,16736
10654,1896,63561
10655,1896,63610
10656,1896,9374
10657,1896,43061
10658,1896,57594
10659,1896,1614
10660,1896,7144
10661,1896,19107
10662,1896,51962
10663,1896,21242
10664,1896,23419
10665,1896,61786
10666,1896,11556
10667,1896,70473
10668,1896,27289
10669,1896,41420
10670,1896,31292
10671,1896,60152
10672,1896,55084
10673,1896,59319
10674,1896,41696
10675,1896,54478
10676,1896,67659
10677,1896,70006
10678,1896,31913
10679,1896,71536
10680,1896,45708
10681,1896,367
10682,1896,57722
10683,1896,56477
10684,1896,22317
10685,1896,6185
10686,1896,51956
10687,1896,39996
10688,1896,133
10689,1896,8369
10690,1896,34069
10691,1896,18063
10692,1896,66509
10693,1896,63699
10694,1896,30897
10695,1896,47158
10696,1896,18725
10697,1896,27251
10698,1896,24557
10699,1896,22315
10700,1896,33777
10701,1896,17452
10702,1896,23421
10703,1896,1877
10704,1896,37415
10705,1896,72476
10706,1896,10603
10707,1896,6184
10708,1896,6949
10709,1896,56448
10710,1896,44979
10711,1896,16209
10712,1896,34005
10713,1896,35293
10714,1896,71672
10715,1896,22764
10716,1896,39882
10717,1896,35652
10718,1896,24759
10719,1896,24252
10720,1896,26709
10721,1896,19751
10722,1896,6183
10723,1896,16320
10724,1896,16222
10725,1896,46381
10726,1896,33021
10727,1896,16449
10728,1896,65351
10729,1896,5988
10730,1896,75266
10731,1896,6216
10732,1896,22316
10733,1896,31390
10734,1896,44412
10735,1896,64925
10736,1896,23788
10737,1896,10361
10738,1896,2180
10739,1896,50596
10740,1896,40511
10741,1896,37775
10742,1896,73530
10743,1896,56564
10744,1896,18557
10745,1896,66280
10746,1896,2310
10747,1896,6217
10748,1896,44091
10749,1896,50000
10750,1896,33175
10751,1896,12762
10752,1896,56986
10753,1896,23026
10754,1896,159
10755,1896,33176
10756,1896,12248
10757,1896,36578
10758,1896,30876
10759,1896,24990
10760,1896,52068
10761,1896,56530
10762,1896,21258
10763,1896,6320
10764,1896,54018
10765,1896,63468
10766,1896,56617
10767,1896,73797
10768,1896,45525
10769,1896,33992
10770,1896,66960
10771,1896,7866
10772,1896,9855
10773,1896,31813
10774,1896,33015
10775,1896,20513
10776,1896,5986
10777,1896,67000
10778,1896,63443
10779,1896,22153
10780,1896,64823
10781,1896,17222
10782,1896,59240
10783,1896,1631
10784,1896,6180
10785,1896,29531
10786,1896,4378
10787,1896,39819
10788,1896,20807
10789,1896,22695
10790,1896,39743
10791,1896,70502
10792,1896,9071
10793,1896,32893
10794,1896,14015
10795,1896,46549
10796,1896,14961
10797,1896,52733
10798,1896,43364
10799,1896,21367
10800,1896,60890
10801,1896,43395
10802,1896,6224
10803,1896,26386
10804,1896,55089
10805,1896,31277
10806,1896,8882
10807,1896,44778
10808,1896,61659
10809,1896,49292
10810,1896,2553
10811,1896,48354
10812,1896,25290
10813,1896,73368
10814,1896,20919
10815,1896,60479
10816,1896,49748
10817,1896,213
10818,1896,1550
10819,1896,58167
10820,1896,18442
10821,1896,48890
10822,1896,60034
10823,1896,54986
10824,1896,53864
10825,1896,59627
10826,1896,5148
10827,1896,61416
10828,1896,52942
10829,1896,2588
10830,1896,30721
10831,1896,50759
10832,1896,38418
10833,1896,55326
10834,1896,52460
10835,1896,29737
10836,1896,2661
10837,1896,24360
10838,1896,20428
10839,1896,28380
10840,1896,54570
10841,1896,73
10842,1896,49081
10843,1896,30830
10844,1896,46122
10845,1896,40081
10846,1896,34563
10847,1896,27848
10848,1896,16716
10849,1896,214
10850,1896,24513
10851,1896,28305
10852,1896,37866
10853,1896,20918
10854,1896,38104
10855,1896,2541
10856,1896,41579
10857,1896,638
10858,1896,36715
10859,1896,70864
10860,1896,62924
10861,1896,21263
10862,1896,22455
10863,1896,29917
10864,1896,57554
10865,1896,39798
10866,1896,16310
10867,1896,34344
10868,1896,55839
10869,1896,59134
10870,1896,58447
10871,1896,850
10872,1896,70200
10873,1896,9377
10874,1896,48959
10875,1896,26499
10876,1896,37178
10877,1896,71811
10878,1896,9379
10879,1896,33340
10880,1896,74948
10881,1896,38665
10882,1896,63237
10883,1896,50772
10884,1896,12455
10885,1896,24713
10886,1896,59184
10887,1896,36958
10888,1896,27501
10889,1896,38134
10890,1896,31783
10891,1896,38626
10892,1896,39771
10893,1896,58727
10894,1896,50063
10895,1896,35452
10896,1896,38910
10897,1896,2794
10898,1896,37140
10899,1896,31555
10900,1896,70234
10901,1896,23176
10902,1896,52010
10903,1896,50075
10904,1896,21569
10905,1896,5436
10906,1896,68689
10907,1896,65258
10908,1896,62866
10909,1896,8590
10910,1896,71360
10911,1896,58472
10912,1896,67957
10913,1896,6227
10914,1896,31026
10915,1896,50496
10916,1896,58821
10917,1896,47269
10918,1896,42990
10919,1896,43264
10920,1896,61156
10921,1896,69354
10922,1896,20914
10923,1896,30768
10924,1896,10548
10925,1896,19126
10926,1896,42634
10927,1896,11759
10928,1896,22106
10929,1896,93
10930,1896,38381
10931,1896,64112
10932,1896,59469
10933,1896,32715
10934,1896,2136
10935,1896,44311
10936,1896,32809
10937,1896,4540
10938,1896,48643
10939,1896,48812
10940,1896,53219
10941,1896,55166
10942,1896,13776
10943,1896,51497
10944,1896,51951
10945,1896,47674
10946,1896,16800
10947,1896,1195
10948,1896,52366
10949,1896,48584
10950,1896,45167
10951,1896,19011
10952,1896,69508
10953,1896,1859
10954,1896,66220
10955,1896,20231
10956,1896,49460
10957,1896,56602
10958,1896,40464
10959,1896,70588
10960,1896,19223
10961,1896,26695
10962,1896,53242
10963,1896,8316
10964,1896,8072
10965,1896,71597
10966,1896,40521
10967,1896,20025
10968,1896,6225
10969,1896,69610
10970,1896,28139
10971,1896,26152
10972,1896,18007
10973,1896,28724
10974,1896,27353
10975,1896,54014
10976,1896,6304
10977,1896,64236
10978,1896,20150
10979,1896,57914
10980,1896,19376
10981,1896,15311
10982,1896,8354
10983,1896,55320
10984,1896,56102
10985,1896,49572
10986,1896,34575
10987,1896,66074
10988,1896,54059
10989,1896,49139
10990,1896,6440
10991,1896,50663
10992,1896,505
10993,1896,19166
10994,1896,32932
10995,1896,2185
10996,1896,169
10997,1896,56260
10998,1896,16030
10999,1896,26842
11000,1896,30530
11001,1896,30342
11002,1896,26760
11003,1896,51369
11004,1896,66914
11005,1896,71511
11006,1896,71352
11007,1896,52720
11008,1896,60407
11009,1896,45651
11010,1896,64039
11011,1896,13353
11012,1896,39812
11013,1896,36739
11014,1896,407
11015,1896,9312
11016,1896,15518
11017,1896,49216
11018,1896,6182
11019,1896,6181
11020,1896,34545
11021,1896,21245
11022,1896,6215
11023,1896,39283
11024,1896,54234
11025,1896,36959
11026,1896,59985
11027,1896,65345
11028,1896,40527
11029,1896,41971
11030,1896,13064
11031,1896,39721
11032,1896,50597
11033,1828,7620
11034,1828,43927
11035,1828,56444
11036,1828,26509
11037,1828,7816
11038,1828,7636
11039,1828,71754
11040,1828,70456
11041,1828,11983
11042,1828,11215
11043,1828,17882
11044,1828,7119
11045,1828,50944
11046,1828,69167
11047,1828,7621
11048,1828,15960
11049,1828,74254
11050,1828,37856
11051,1828,50634
11052,1828,45057
11053,1828,70637
11054,1828,7085
11055,1828,7579
11056,1828,7616
11057,1828,58460
11058,1828,7637
11059,1828,10693
11060,1828,38179
11061,1828,7690
11062,1828,28272
11063,1863,39702
11064,1863,31258
11065,1863,34000
11066,1863,44268
11067,1863,32013
11068,1863,61280
11069,1863,70613
11070,1863,1416
