Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
68715,Text,2022-08-08,Woman free,en,HQ; PR,Browsing: Gender & Sexuality Studies; Browsing: History - General; Browsing: Literature; Browsing: Sociology,"Ethelmer, Ellis",Public domain in the USA.,Women -- Social conditions ; English poetry -- 19th century ; Women -- History ; Women -- Suffrage ; HQ ; PR,https://www.gutenberg.org/ebooks/68715.html.images,https://www.gutenberg.org/ebooks/68715.epub3.images,https://www.gutenberg.org/ebooks/68715.epub.images,https://www.gutenberg.org/ebooks/68715.epub.noimages,https://www.gutenberg.org/ebooks/68715.kf8.images,https://www.gutenberg.org/ebooks/68715.kindle.images,https://www.gutenberg.org/ebooks/68715.kindle.noimages,https://www.gutenberg.org/ebooks/68715.txt.utf-8,https://www.gutenberg.org/cache/epub/68715/pg68715-h.zip,https://www.gutenberg.org/ebooks/68715.rdf,https://www.gutenberg.org/cache/epub/68715/pg68715.cover.small.jpg ; https://www.gutenberg.org/cache/epub/68715/pg68715.cover.medium.jpg ; https://www.gutenberg.org/files/68715/68715-h/68715-h.htm ; https://www.gutenberg.org/files/68715/68715-0.txt,1864,"['heroin', 'anodyne']"
68717,Text,2022-08-08,The American scene,en,F106,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography,"James, Henry",Public domain in the USA.,"Travelers' writings, American ; Atlantic States -- Description and travel ; United States -- Description and travel ; James, Henry, 1843-1916 -- Travel -- Atlantic States ; F106 ; United States -- Social life and customs -- 1865-1918",https://www.gutenberg.org/ebooks/68717.html.images,https://www.gutenberg.org/ebooks/68717.epub3.images,https://www.gutenberg.org/ebooks/68717.epub.images,https://www.gutenberg.org/ebooks/68717.epub.noimages,https://www.gutenberg.org/ebooks/68717.kf8.images,https://www.gutenberg.org/ebooks/68717.kindle.images,https://www.gutenberg.org/ebooks/68717.kindle.noimages,https://www.gutenberg.org/ebooks/68717.txt.utf-8,https://www.gutenberg.org/cache/epub/68717/pg68717-h.zip,https://www.gutenberg.org/ebooks/68717.rdf,https://www.gutenberg.org/cache/epub/68717/pg68717.cover.small.jpg ; https://www.gutenberg.org/files/68717/68717-h/68717-h.htm ; https://www.gutenberg.org/files/68717/68717-0.txt ; https://www.gutenberg.org/cache/epub/68717/pg68717.cover.medium.jpg,1882,['heroin']
68748,Text,2022-08-14,Peacemaker,en,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Nourse, Alan Edward",Public domain in the USA.,Human-alien encounters -- Fiction ; Short stories ; Extraterrestrial beings -- Fiction ; Science fiction ; Space ships -- Fiction ; PS,https://www.gutenberg.org/ebooks/68748.html.images,https://www.gutenberg.org/ebooks/68748.epub3.images,https://www.gutenberg.org/ebooks/68748.epub.images,https://www.gutenberg.org/ebooks/68748.epub.noimages,https://www.gutenberg.org/ebooks/68748.kf8.images,https://www.gutenberg.org/ebooks/68748.kindle.images,https://www.gutenberg.org/ebooks/68748.kindle.noimages,https://www.gutenberg.org/ebooks/68748.txt.utf-8,https://www.gutenberg.org/cache/epub/68748/pg68748-h.zip,https://www.gutenberg.org/ebooks/68748.rdf,https://www.gutenberg.org/cache/epub/68748/pg68748.cover.medium.jpg ; https://www.gutenberg.org/files/68748/68748-h/68748-h.htm ; https://www.gutenberg.org/cache/epub/68748/pg68748.cover.small.jpg ; https://www.gutenberg.org/files/68748/68748-0.txt,1820,['narcotic']
68771,Text,2022-08-16,The soul of Lilith,en,PR,Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction,"Corelli, Marie",Public domain in the USA.,Lilith (Semitic mythology) -- Fiction ; Elixir of life -- Fiction ; Paranormal fiction ; PR,https://www.gutenberg.org/ebooks/68771.html.images,https://www.gutenberg.org/ebooks/68771.epub3.images,https://www.gutenberg.org/ebooks/68771.epub.images,https://www.gutenberg.org/ebooks/68771.epub.noimages,https://www.gutenberg.org/ebooks/68771.kf8.images,https://www.gutenberg.org/ebooks/68771.kindle.images,https://www.gutenberg.org/ebooks/68771.kindle.noimages,https://www.gutenberg.org/ebooks/68771.txt.utf-8,https://www.gutenberg.org/cache/epub/68771/pg68771-h.zip,https://www.gutenberg.org/ebooks/68771.rdf,https://www.gutenberg.org/cache/epub/68771/pg68771.cover.medium.jpg ; https://www.gutenberg.org/files/68771/68771-0.txt ; https://www.gutenberg.org/files/68771/68771-h/68771-h.htm ; https://www.gutenberg.org/cache/epub/68771/pg68771.cover.small.jpg,1895,"['heroin', 'poppy']"
68775,Text,2022-08-17,The Crucible,en; es,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Luther, Mark Lee",Public domain in the USA.,Love stories ; Social classes -- Fiction ; Young women -- Fiction ; PS ; Reformatories -- Fiction,https://www.gutenberg.org/ebooks/68775.html.images,https://www.gutenberg.org/ebooks/68775.epub3.images,https://www.gutenberg.org/ebooks/68775.epub.images,https://www.gutenberg.org/ebooks/68775.epub.noimages,https://www.gutenberg.org/ebooks/68775.kf8.images,https://www.gutenberg.org/ebooks/68775.kindle.images,https://www.gutenberg.org/ebooks/68775.kindle.noimages,https://www.gutenberg.org/ebooks/68775.txt.utf-8,https://www.gutenberg.org/cache/epub/68775/pg68775-h.zip,https://www.gutenberg.org/ebooks/68775.rdf,https://www.gutenberg.org/files/68775/68775-h/68775-h.htm ; https://www.gutenberg.org/cache/epub/68775/pg68775.cover.small.jpg ; https://www.gutenberg.org/files/68775/68775-0.txt ; https://www.gutenberg.org/cache/epub/68775/pg68775.cover.medium.jpg,1900,"['heroin', 'anodyne', 'morphine']"
68800,Text,2022-08-21,Angelica,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Holding, Elisabeth Sanxay",Public domain in the USA.,Young women -- Fiction ; Social classes -- Fiction ; PS ; Man-woman relationships -- Fiction ; Single mothers -- Fiction,https://www.gutenberg.org/ebooks/68800.html.images,https://www.gutenberg.org/ebooks/68800.epub3.images,https://www.gutenberg.org/ebooks/68800.epub.images,https://www.gutenberg.org/ebooks/68800.epub.noimages,https://www.gutenberg.org/ebooks/68800.kf8.images,https://www.gutenberg.org/ebooks/68800.kindle.images,https://www.gutenberg.org/ebooks/68800.kindle.noimages,https://www.gutenberg.org/ebooks/68800.txt.utf-8,https://www.gutenberg.org/cache/epub/68800/pg68800-h.zip,https://www.gutenberg.org/ebooks/68800.rdf,https://www.gutenberg.org/cache/epub/68800/pg68800.cover.medium.jpg ; https://www.gutenberg.org/files/68800/68800-h/68800-h.htm ; https://www.gutenberg.org/files/68800/68800-0.txt ; https://www.gutenberg.org/cache/epub/68800/pg68800.cover.small.jpg,1750,"['heroin', 'opium', 'morphine']"
68804,Text,2022-08-21,Three generations,en,PS,Browsing: Biographies; Browsing: Literature,"Elliott, Maud Howe",Public domain in the USA.,"Elliott, Maud Howe, 1854-1948 ; PS ; Autobiographies",https://www.gutenberg.org/ebooks/68804.html.images,https://www.gutenberg.org/ebooks/68804.epub3.images,https://www.gutenberg.org/ebooks/68804.epub.images,https://www.gutenberg.org/ebooks/68804.epub.noimages,https://www.gutenberg.org/ebooks/68804.kf8.images,https://www.gutenberg.org/ebooks/68804.kindle.images,https://www.gutenberg.org/ebooks/68804.kindle.noimages,https://www.gutenberg.org/ebooks/68804.txt.utf-8,https://www.gutenberg.org/cache/epub/68804/pg68804-h.zip,https://www.gutenberg.org/ebooks/68804.rdf,https://www.gutenberg.org/files/68804/68804-0.txt ; https://www.gutenberg.org/cache/epub/68804/pg68804.cover.medium.jpg ; https://www.gutenberg.org/files/68804/68804-h/68804-h.htm ; https://www.gutenberg.org/cache/epub/68804/pg68804.cover.small.jpg,1845,"['heroin', 'narcotic', 'opium']"
68809,Text,2022-08-22,The Londoners,en,PR,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,"Hichens, Robert",Public domain in the USA.,Satire ; Ascot (England) -- Fiction ; Country homes -- England -- Fiction ; English fiction -- 19th century ; Humorous stories ; London (England) -- Social life and customs -- 19th century -- Fiction ; PR,https://www.gutenberg.org/ebooks/68809.html.images,https://www.gutenberg.org/ebooks/68809.epub3.images,https://www.gutenberg.org/ebooks/68809.epub.images,https://www.gutenberg.org/ebooks/68809.epub.noimages,https://www.gutenberg.org/ebooks/68809.kf8.images,https://www.gutenberg.org/ebooks/68809.kindle.images,https://www.gutenberg.org/ebooks/68809.kindle.noimages,https://www.gutenberg.org/ebooks/68809.txt.utf-8,https://www.gutenberg.org/cache/epub/68809/pg68809-h.zip,https://www.gutenberg.org/ebooks/68809.rdf,https://www.gutenberg.org/cache/epub/68809/pg68809.cover.medium.jpg ; https://www.gutenberg.org/files/68809/68809-h/68809-h.htm ; https://www.gutenberg.org/cache/epub/68809/pg68809.cover.small.jpg ; https://www.gutenberg.org/files/68809/68809-0.txt,1759,"['soporific', 'poppy']"
68815,Text,2022-08-22,Galactic Patrol,en,PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Smith, E. E. (Edward Elmer)",Public domain in the USA.,Interplanetary voyages -- Fiction ; Space warfare -- Fiction ; Science fiction ; Life on other planets -- Fiction ; Telepathy -- Fiction ; PS ; Space pirates -- Fiction ; Peace officers -- Fiction,https://www.gutenberg.org/ebooks/68815.html.images,https://www.gutenberg.org/ebooks/68815.epub3.images,https://www.gutenberg.org/ebooks/68815.epub.images,https://www.gutenberg.org/ebooks/68815.epub.noimages,https://www.gutenberg.org/ebooks/68815.kf8.images,https://www.gutenberg.org/ebooks/68815.kindle.images,https://www.gutenberg.org/ebooks/68815.kindle.noimages,https://www.gutenberg.org/ebooks/68815.txt.utf-8,https://www.gutenberg.org/cache/epub/68815/pg68815-h.zip,https://www.gutenberg.org/ebooks/68815.rdf,https://www.gutenberg.org/cache/epub/68815/pg68815.cover.small.jpg ; https://www.gutenberg.org/cache/epub/68815/pg68815.cover.medium.jpg ; https://www.gutenberg.org/files/68815/68815-h/68815-h.htm ; https://www.gutenberg.org/files/68815/68815-0.txt,1939,"['heroin', 'narcotic', 'poppy']"
68875,Text,2022-08-31,The lion's share,en,PS,Browsing: Crime/Mystery; Browsing: History - American; Browsing: Fiction,"Thanet, Octave",Public domain in the USA.,"Revenge -- Fiction ; Mystery fiction ; Adventure stories ; San Francisco (Calif.) -- Fiction ; Kidnapping -- Fiction ; San Francisco Earthquake and Fire, Calif., 1906 -- Fiction ; PS",https://www.gutenberg.org/ebooks/68875.html.images,https://www.gutenberg.org/ebooks/68875.epub3.images,https://www.gutenberg.org/ebooks/68875.epub.images,https://www.gutenberg.org/ebooks/68875.epub.noimages,https://www.gutenberg.org/ebooks/68875.kf8.images,https://www.gutenberg.org/ebooks/68875.kindle.images,https://www.gutenberg.org/ebooks/68875.kindle.noimages,https://www.gutenberg.org/ebooks/68875.txt.utf-8,https://www.gutenberg.org/cache/epub/68875/pg68875-h.zip,https://www.gutenberg.org/ebooks/68875.rdf,https://www.gutenberg.org/files/68875/68875-h/68875-h.htm ; https://www.gutenberg.org/files/68875/68875-0.txt ; https://www.gutenberg.org/cache/epub/68875/pg68875.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/68875/pg68875.cover.small.jpg,1867,['heroin']
68898,Text,2022-09-04,Journey to Lhasa and Central Tibet,en,DS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography,"Das, Sarat Chandra",Public domain in the USA.,DS ; Tibet Autonomous Region (China) -- Social life and customs ; Tibet Autonomous Region (China) -- Description and travel,https://www.gutenberg.org/ebooks/68898.html.images,https://www.gutenberg.org/ebooks/68898.epub3.images,https://www.gutenberg.org/ebooks/68898.epub.images,https://www.gutenberg.org/ebooks/68898.epub.noimages,https://www.gutenberg.org/ebooks/68898.kf8.images,https://www.gutenberg.org/ebooks/68898.kindle.images,https://www.gutenberg.org/ebooks/68898.kindle.noimages,https://www.gutenberg.org/ebooks/68898.txt.utf-8,https://www.gutenberg.org/cache/epub/68898/pg68898-h.zip,https://www.gutenberg.org/ebooks/68898.rdf,https://www.gutenberg.org/cache/epub/68898/pg68898.cover.medium.jpg ; https://www.gutenberg.org/files/68898/68898-h/68898-h.htm ; https://www.gutenberg.org/cache/epub/68898/pg68898.cover.small.jpg ; https://www.gutenberg.org/files/68898/68898-0.txt,1899,"['heroin', 'paregoric', 'opium']"
68918,Text,2022-09-06,Assignats,en,PS,Browsing: Literature; Browsing: Fiction,"Leverage, Henry",Public domain in the USA.,Short stories ; Mutiny -- Fiction ; Smugglers -- Fiction ; Sea stories ; PS,https://www.gutenberg.org/ebooks/68918.html.images,https://www.gutenberg.org/ebooks/68918.epub3.images,https://www.gutenberg.org/ebooks/68918.epub.images,https://www.gutenberg.org/ebooks/68918.epub.noimages,https://www.gutenberg.org/ebooks/68918.kf8.images,https://www.gutenberg.org/ebooks/68918.kindle.images,https://www.gutenberg.org/ebooks/68918.kindle.noimages,https://www.gutenberg.org/ebooks/68918.txt.utf-8,https://www.gutenberg.org/cache/epub/68918/pg68918-h.zip,https://www.gutenberg.org/ebooks/68918.rdf,https://www.gutenberg.org/files/68918/68918-0.txt ; https://www.gutenberg.org/cache/epub/68918/pg68918.cover.small.jpg ; https://www.gutenberg.org/cache/epub/68918/pg68918.cover.medium.jpg ; https://www.gutenberg.org/files/68918/68918-h/68918-h.htm,1792,['opium']
68921,Text,2022-09-06,The making of a man,en,PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction,"Flatt, W. D.",Public domain in the USA.,Frontier and pioneer life -- Canada -- Juvenile fiction ; PZ ; Conduct of life -- Juvenile fiction,https://www.gutenberg.org/ebooks/68921.html.images,https://www.gutenberg.org/ebooks/68921.epub3.images,https://www.gutenberg.org/ebooks/68921.epub.images,https://www.gutenberg.org/ebooks/68921.epub.noimages,https://www.gutenberg.org/ebooks/68921.kf8.images,https://www.gutenberg.org/ebooks/68921.kindle.images,https://www.gutenberg.org/ebooks/68921.kindle.noimages,https://www.gutenberg.org/ebooks/68921.txt.utf-8,https://www.gutenberg.org/cache/epub/68921/pg68921-h.zip,https://www.gutenberg.org/ebooks/68921.rdf,https://www.gutenberg.org/cache/epub/68921/pg68921.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/68921/pg68921.cover.small.jpg ; https://www.gutenberg.org/files/68921/68921-0.txt ; https://www.gutenberg.org/files/68921/68921-h/68921-h.htm,1902,['heroin']
68930,Text,2022-09-07,Beyond the wall,en,PS,Browsing: Literature; Browsing: Fiction,"Leverage, Henry",Public domain in the USA.,"Short stories ; Orphans -- Fiction ; Fay, Chester (Fictitious character) -- Fiction ; PS ; Escaped prisoners -- Fiction ; Criminals -- Fiction",https://www.gutenberg.org/ebooks/68930.html.images,https://www.gutenberg.org/ebooks/68930.epub3.images,https://www.gutenberg.org/ebooks/68930.epub.images,https://www.gutenberg.org/ebooks/68930.epub.noimages,https://www.gutenberg.org/ebooks/68930.kf8.images,https://www.gutenberg.org/ebooks/68930.kindle.images,https://www.gutenberg.org/ebooks/68930.kindle.noimages,https://www.gutenberg.org/ebooks/68930.txt.utf-8,https://www.gutenberg.org/cache/epub/68930/pg68930-h.zip,https://www.gutenberg.org/ebooks/68930.rdf,https://www.gutenberg.org/cache/epub/68930/pg68930.cover.small.jpg ; https://www.gutenberg.org/files/68930/68930-0.txt ; https://www.gutenberg.org/files/68930/68930-h/68930-h.htm ; https://www.gutenberg.org/cache/epub/68930/pg68930.cover.medium.jpg,1807,"['opium', 'poppy']"
68939,Text,2022-09-08,The women novelists,en,PR,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature,"Johnson, R. Brimley (Reginald Brimley)",Public domain in the USA.,English fiction -- 19th century -- History and criticism ; Women and literature -- Great Britain -- History ; English fiction -- 18th century -- History and criticism ; English fiction -- Women authors -- History and criticism ; PR,https://www.gutenberg.org/ebooks/68939.html.images,https://www.gutenberg.org/ebooks/68939.epub3.images,https://www.gutenberg.org/ebooks/68939.epub.images,https://www.gutenberg.org/ebooks/68939.epub.noimages,https://www.gutenberg.org/ebooks/68939.kf8.images,https://www.gutenberg.org/ebooks/68939.kindle.images,https://www.gutenberg.org/ebooks/68939.kindle.noimages,https://www.gutenberg.org/ebooks/68939.txt.utf-8,https://www.gutenberg.org/cache/epub/68939/pg68939-h.zip,https://www.gutenberg.org/ebooks/68939.rdf,https://www.gutenberg.org/cache/epub/68939/pg68939.cover.medium.jpg ; https://www.gutenberg.org/files/68939/68939-0.txt ; https://www.gutenberg.org/cache/epub/68939/pg68939.cover.small.jpg ; https://www.gutenberg.org/files/68939/68939-h/68939-h.htm,1909,"['heroin', 'opium']"
68966,Text,2022-09-11,The Snake's Pass,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Stoker, Bram",Public domain in the USA.,Ireland -- Social conditions -- Fiction ; Love stories ; PR,https://www.gutenberg.org/ebooks/68966.html.images,https://www.gutenberg.org/ebooks/68966.epub3.images,https://www.gutenberg.org/ebooks/68966.epub.images,https://www.gutenberg.org/ebooks/68966.epub.noimages,https://www.gutenberg.org/ebooks/68966.kf8.images,https://www.gutenberg.org/ebooks/68966.kindle.images,https://www.gutenberg.org/ebooks/68966.kindle.noimages,https://www.gutenberg.org/ebooks/68966.txt.utf-8,https://www.gutenberg.org/cache/epub/68966/pg68966-h.zip,https://www.gutenberg.org/ebooks/68966.rdf,https://www.gutenberg.org/files/68966/68966-h/68966-h.htm ; https://www.gutenberg.org/cache/epub/68966/pg68966.cover.small.jpg ; https://www.gutenberg.org/files/68966/68966-0.txt ; https://www.gutenberg.org/cache/epub/68966/pg68966.cover.medium.jpg,1897,"['anodyne', 'poppy']"
68975,Text,2022-09-12,The crimp,en,PS,Browsing: Literature; Browsing: Fiction,"Leverage, Henry",Public domain in the USA.,Shanghaiing -- Fiction ; San Francisco (Calif.) -- Fiction ; PS ; Short stories,https://www.gutenberg.org/ebooks/68975.html.images,https://www.gutenberg.org/ebooks/68975.epub3.images,https://www.gutenberg.org/ebooks/68975.epub.images,https://www.gutenberg.org/ebooks/68975.epub.noimages,https://www.gutenberg.org/ebooks/68975.kf8.images,https://www.gutenberg.org/ebooks/68975.kindle.images,https://www.gutenberg.org/ebooks/68975.kindle.noimages,https://www.gutenberg.org/ebooks/68975.txt.utf-8,https://www.gutenberg.org/cache/epub/68975/pg68975-h.zip,https://www.gutenberg.org/ebooks/68975.rdf,https://www.gutenberg.org/cache/epub/68975/pg68975.cover.small.jpg ; https://www.gutenberg.org/files/68975/68975-0.txt ; https://www.gutenberg.org/cache/epub/68975/pg68975.cover.medium.jpg ; https://www.gutenberg.org/files/68975/68975-h/68975-h.htm,1821,"['narcotic', 'opium']"
69006,Text,2022-09-18,Blindfold,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Johns, Orrick",Public domain in the USA.,Man-woman relationships -- Fiction ; Middle West -- Fiction ; PS ; Illegitimate children -- Fiction,https://www.gutenberg.org/ebooks/69006.html.images,https://www.gutenberg.org/ebooks/69006.epub3.images,https://www.gutenberg.org/ebooks/69006.epub.images,https://www.gutenberg.org/ebooks/69006.epub.noimages,https://www.gutenberg.org/ebooks/69006.kf8.images,https://www.gutenberg.org/ebooks/69006.kindle.images,https://www.gutenberg.org/ebooks/69006.kindle.noimages,https://www.gutenberg.org/ebooks/69006.txt.utf-8,https://www.gutenberg.org/cache/epub/69006/pg69006-h.zip,https://www.gutenberg.org/ebooks/69006.rdf,https://www.gutenberg.org/cache/epub/69006/pg69006.cover.small.jpg ; https://www.gutenberg.org/files/69006/69006-0.txt ; https://www.gutenberg.org/files/69006/69006-h/69006-h.htm ; https://www.gutenberg.org/cache/epub/69006/pg69006.cover.medium.jpg,1800,['morphine']
69024,Text,2022-09-21,The Thirteenth Man,en,PR,Browsing: Literature; Browsing: Fiction,"Kernahan, Coulson, Mrs.",Public domain in the USA.,Families -- Fiction ; England -- Fiction ; Conspiracies -- Fiction ; Man-woman relationships -- Fiction ; PR ; Identity -- Fiction,https://www.gutenberg.org/ebooks/69024.html.images,https://www.gutenberg.org/ebooks/69024.epub3.images,https://www.gutenberg.org/ebooks/69024.epub.images,https://www.gutenberg.org/ebooks/69024.epub.noimages,https://www.gutenberg.org/ebooks/69024.kf8.images,https://www.gutenberg.org/ebooks/69024.kindle.images,https://www.gutenberg.org/ebooks/69024.kindle.noimages,https://www.gutenberg.org/ebooks/69024.txt.utf-8,https://www.gutenberg.org/cache/epub/69024/pg69024-h.zip,https://www.gutenberg.org/ebooks/69024.rdf,https://www.gutenberg.org/cache/epub/69024/pg69024.cover.small.jpg ; https://www.gutenberg.org/files/69024/69024-0.txt ; https://www.gutenberg.org/cache/epub/69024/pg69024.cover.medium.jpg ; https://www.gutenberg.org/files/69024/69024-h/69024-h.htm,1913,['heroin']
69051,Text,2022-09-27,Romances of the old town of Edinburgh,en,PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,"Leighton, Alexander",Public domain in the USA.,"Edinburgh (Scotland) -- Fiction ; PR ; Short stories, English -- Scottish authors",https://www.gutenberg.org/ebooks/69051.html.images,https://www.gutenberg.org/ebooks/69051.epub3.images,https://www.gutenberg.org/ebooks/69051.epub.images,https://www.gutenberg.org/ebooks/69051.epub.noimages,https://www.gutenberg.org/ebooks/69051.kf8.images,https://www.gutenberg.org/ebooks/69051.kindle.images,https://www.gutenberg.org/ebooks/69051.kindle.noimages,https://www.gutenberg.org/ebooks/69051.txt.utf-8,https://www.gutenberg.org/cache/epub/69051/pg69051-h.zip,https://www.gutenberg.org/ebooks/69051.rdf,https://www.gutenberg.org/cache/epub/69051/pg69051.cover.small.jpg ; https://www.gutenberg.org/cache/epub/69051/pg69051.cover.medium.jpg ; https://www.gutenberg.org/files/69051/69051-0.txt ; https://www.gutenberg.org/files/69051/69051-h/69051-h.htm,1892,['heroin']
69053,Text,2022-09-27,The conservation of energy,en,QC,Browsing: Science - Physics; Browsing: Science - General,"Stewart, Balfour",Public domain in the USA.,Force and energy ; QC,https://www.gutenberg.org/ebooks/69053.html.images,https://www.gutenberg.org/ebooks/69053.epub3.images,https://www.gutenberg.org/ebooks/69053.epub.images,https://www.gutenberg.org/ebooks/69053.epub.noimages,https://www.gutenberg.org/ebooks/69053.kf8.images,https://www.gutenberg.org/ebooks/69053.kindle.images,https://www.gutenberg.org/ebooks/69053.kindle.noimages,https://www.gutenberg.org/ebooks/69053.txt.utf-8,https://www.gutenberg.org/cache/epub/69053/pg69053-h.zip,https://www.gutenberg.org/ebooks/69053.rdf,https://www.gutenberg.org/files/69053/69053-0.txt ; https://www.gutenberg.org/cache/epub/69053/pg69053.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69053/pg69053.cover.small.jpg ; https://www.gutenberg.org/files/69053/69053-h/69053-h.htm,1884,['narcotic']
69070,Text,2022-09-30,The Isle of Retribution,en,PS,Browsing: Culture/Civilization/Society; Browsing: Fiction,"Marshall, Edison",Public domain in the USA.,Alaska -- Fiction ; Adventure stories ; Prisoners -- Fiction ; Islands -- Fiction ; Children of the rich -- Fiction ; PS ; Mate selection -- Fiction,https://www.gutenberg.org/ebooks/69070.html.images,https://www.gutenberg.org/ebooks/69070.epub3.images,https://www.gutenberg.org/ebooks/69070.epub.images,https://www.gutenberg.org/ebooks/69070.epub.noimages,https://www.gutenberg.org/ebooks/69070.kf8.images,https://www.gutenberg.org/ebooks/69070.kindle.images,https://www.gutenberg.org/ebooks/69070.kindle.noimages,https://www.gutenberg.org/ebooks/69070.txt.utf-8,https://www.gutenberg.org/cache/epub/69070/pg69070-h.zip,https://www.gutenberg.org/ebooks/69070.rdf,https://www.gutenberg.org/cache/epub/69070/pg69070.cover.medium.jpg ; https://www.gutenberg.org/files/69070/69070-h/69070-h.htm ; https://www.gutenberg.org/files/69070/69070-0.txt ; https://www.gutenberg.org/cache/epub/69070/pg69070.cover.small.jpg,1923,['poppy']
69088,Text,2022-10-02,Fabian Essays in Socialism,en,HX,Browsing: Culture/Civilization/Society; Browsing: Politics; Browsing: Sociology,,Public domain in the USA.,HX ; Socialism ; Socialism -- Great Britain,https://www.gutenberg.org/ebooks/69088.html.images,https://www.gutenberg.org/ebooks/69088.epub3.images,https://www.gutenberg.org/ebooks/69088.epub.images,https://www.gutenberg.org/ebooks/69088.epub.noimages,https://www.gutenberg.org/ebooks/69088.kf8.images,https://www.gutenberg.org/ebooks/69088.kindle.images,,https://www.gutenberg.org/ebooks/69088.txt.utf-8,https://www.gutenberg.org/cache/epub/69088/pg69088-h.zip,https://www.gutenberg.org/ebooks/69088.rdf,https://www.gutenberg.org/cache/epub/69088/pg69088.cover.small.jpg ; https://www.gutenberg.org/cache/epub/69088/pg69088.cover.medium.jpg ; https://www.gutenberg.org/files/69088/69088-0.txt ; https://www.gutenberg.org/files/69088/69088-h/69088-h.htm,1891,['opium']
69110,Text,2022-10-07,The Magic Christian,en,PS,Browsing: Humour; Browsing: Literature; Browsing: Fiction,"Southern, Terry",Public domain in the USA.,Satire ; Millionaires -- Fiction ; Humorous stories ; Ocean liners -- Fiction ; Black humor ; PS ; Avarice -- Fiction,https://www.gutenberg.org/ebooks/69110.html.images,https://www.gutenberg.org/ebooks/69110.epub3.images,https://www.gutenberg.org/ebooks/69110.epub.images,https://www.gutenberg.org/ebooks/69110.epub.noimages,https://www.gutenberg.org/ebooks/69110.kf8.images,https://www.gutenberg.org/ebooks/69110.kindle.images,,https://www.gutenberg.org/ebooks/69110.txt.utf-8,https://www.gutenberg.org/cache/epub/69110/pg69110-h.zip,https://www.gutenberg.org/ebooks/69110.rdf,https://www.gutenberg.org/cache/epub/69110/pg69110.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69110/pg69110.cover.small.jpg ; https://www.gutenberg.org/files/69110/69110-h/69110-h.htm ; https://www.gutenberg.org/files/69110/69110-0.txt,1959,['heroin']
69114,Text,2022-10-08,Our Wonderful Selves,en,PR,Browsing: Literature; Browsing: Fiction,"Pertwee, Roland",Public domain in the USA.,English fiction -- 20th century ; PR,https://www.gutenberg.org/ebooks/69114.html.images,https://www.gutenberg.org/ebooks/69114.epub3.images,https://www.gutenberg.org/ebooks/69114.epub.images,https://www.gutenberg.org/ebooks/69114.epub.noimages,https://www.gutenberg.org/ebooks/69114.kf8.images,https://www.gutenberg.org/ebooks/69114.kindle.images,,https://www.gutenberg.org/ebooks/69114.txt.utf-8,https://www.gutenberg.org/cache/epub/69114/pg69114-h.zip,https://www.gutenberg.org/ebooks/69114.rdf,https://www.gutenberg.org/files/69114/69114-0.txt ; https://www.gutenberg.org/cache/epub/69114/pg69114.cover.small.jpg ; https://www.gutenberg.org/files/69114/69114-h/69114-h.htm ; https://www.gutenberg.org/cache/epub/69114/pg69114.cover.medium.jpg,1919,"['heroin', 'opium']"
